Date,GSPC,SPY,MSFT,AMD,GSPC_returns,SPY_returns,MSFT_returns,AMD_returns,SPY_volatility,MSFT_volatility,AMD_volatility,GSPC_volatility
1995-02-14 00:00:00-05:00,482.54998779296875,28.5528621673584,2.3844847679138184,15.375,0.0018685641189435387,0.0012917867565269692,-0.002015675569632891,-0.008064516129032251,0.004034716472316496,0.014301324337269257,0.031049297374161133,0.003843103377083566
1995-02-15 00:00:00-05:00,484.5400085449219,28.709447860717773,2.341130018234253,15.375,0.004123968090963714,0.005484062944077994,-0.01818201997469515,0.0,0.004054158444796746,0.014668123448338238,0.030894956226880214,0.0038552699147182796
1995-02-16 00:00:00-05:00,485.2200012207031,28.672597885131836,2.345947027206421,15.5625,0.0014033777681707882,-0.0012835487385446376,0.0020575572200818293,0.012195121951219523,0.0040817237355917965,0.014328317006474293,0.030834600098147372,0.003827018753149939
1995-02-17 00:00:00-05:00,481.9700012207031,28.562070846557617,2.3266799449920654,15.375,-0.006697992646271245,-0.00385479679996259,-0.008212922964973779,-0.012048192771084376,0.004211705531740124,0.014091605793159783,0.026372261664699713,0.004124920461523562
1995-02-21 00:00:00-05:00,482.7200012207031,28.5528621673584,2.30259370803833,14.8125,0.00155611344710338,-0.0003224093676081896,-0.010352191759583684,-0.03658536585365857,0.0042263595327308775,0.014174541692086842,0.026631433764983493,0.004118796001724757
1995-02-22 00:00:00-05:00,485.07000732421875,28.764724731445312,2.370032548904419,15.0,0.004868259234282579,0.007420011445616659,0.02928820687325806,0.012658227848101333,0.004352400778136814,0.015001230528318943,0.02668010615435454,0.004162853765948843
1995-02-23 00:00:00-05:00,486.9100036621094,28.810754776000977,2.374849796295166,14.75,0.0037932593442346896,0.0016002254492408774,0.0020325659210773672,-0.01666666666666672,0.004346890736127577,0.014965459902654736,0.02666829658749554,0.004167743420253019
1995-02-24 00:00:00-05:00,488.1099853515625,28.884441375732422,2.360398530960083,14.875,0.002464483539931228,0.002557607404052753,-0.006085128144789342,0.008474576271186418,0.0043381439780486334,0.015004935359361532,0.017329908400631554,0.0041549388746365224
1995-02-27 00:00:00-05:00,483.80999755859375,28.6541748046875,2.3796677589416504,14.75,-0.008809464919820598,-0.007971993228104601,0.008163548540139898,-0.008403361344537785,0.004293367046270071,0.01437294427708415,0.01733634190788925,0.004343917985985911
1995-02-28 00:00:00-05:00,487.3900146484375,28.893674850463867,2.42783784866333,15.1875,0.00739963437694402,0.00835829499222518,0.0202423592708183,0.029661016949152463,0.004401556501389821,0.014286375664858204,0.018114428317759147,0.00434786241802577
1995-03-01 00:00:00-05:00,485.6499938964844,28.709447860717773,2.4374735355377197,14.9375,-0.0035700787863046646,-0.006376031802792115,0.0039688346071771186,-0.016460905349794275,0.0046224731859782296,0.014226756842995934,0.018226614881135434,0.004436262378685183
1995-03-02 00:00:00-05:00,485.1300048828125,28.746288299560547,2.4567413330078125,14.875,-0.0010707073411035939,0.0012832165571941,0.007904823247995685,-0.004184100418409997,0.004604237999825334,0.014248579642164827,0.01777410016838202,0.004441631558695236
1995-03-03 00:00:00-05:00,485.4200134277344,28.755495071411133,2.4519248008728027,15.75,0.0005977955228555487,0.00032027689121605363,-0.0019605369398465466,0.05882352941176472,0.004420830004973579,0.013549598977404733,0.020990239843869468,0.0042445787271852674
1995-03-06 00:00:00-05:00,485.6300048828125,28.7739200592041,2.4784181118011475,17.125,0.0004325974398857735,0.0006407466728433064,0.010805107448203177,0.08730158730158721,0.004317120985063566,0.012460038440343303,0.026066045066846313,0.004097827136579704
1995-03-07 00:00:00-05:00,482.1199951171875,28.5528621673584,2.518160343170166,16.8125,-0.007227744847586148,-0.0076825782302467616,0.016035321554415338,-0.018248175182481785,0.0046263708734443345,0.012314101970072867,0.026016536294381266,0.00439076304078162
1995-03-08 00:00:00-05:00,483.1400146484375,28.626548767089844,2.6397924423217773,16.75,0.0021156963859216837,0.002580707996961751,0.048301967538129764,-0.0037174721189591198,0.004632859116789489,0.014710931232386683,0.02592898751542019,0.004389336061334373
1995-03-09 00:00:00-05:00,483.1600036621094,28.61733055114746,2.6157078742980957,17.0625,4.13731280080043e-05,-0.0003220163218899952,-0.009123659738376477,0.018656716417910557,0.004634044990085115,0.014824493699800793,0.025585192247684237,0.004374882778358458
1995-03-10 00:00:00-05:00,489.57000732421875,29.041019439697266,2.6422009468078613,16.9375,0.013266834203006894,0.014805325318256068,0.010128452328368232,-0.0073260073260073,0.005258958126934128,0.013435545419900568,0.025491577139102852,0.004905539010940102
1995-03-13 00:00:00-05:00,490.04998779296875,29.01339340209961,2.6590611934661865,17.25,0.0009804123242218576,-0.000951276440381843,0.006381137164716666,0.01845018450184499,0.00526007059254097,0.013410493687742463,0.025623484085568988,0.004874840635266667
1995-03-14 00:00:00-05:00,492.8900146484375,29.22524070739746,2.765038013458252,17.4375,0.005795381953296985,0.007301707261947454,0.03985497597891707,0.010869565217391353,0.005246881711050841,0.014342734900719047,0.02532723842449173,0.004830231098177413
1995-03-15 00:00:00-05:00,491.8800048828125,29.16998291015625,2.716867685317993,17.3125,-0.0020491585051594097,-0.0018907559323274592,-0.017421217323523086,-0.007168458781361964,0.005274294171262802,0.015000874348465981,0.02521156148555799,0.004855866306469814
1995-03-16 00:00:00-05:00,495.4100036621094,29.344980239868164,2.7024152278900146,17.5,0.007176544572365495,0.00599922633657024,-0.005319529363200126,0.010830324909747224,0.005318111529511279,0.01502786413617584,0.024824111776586152,0.0049546852994453335
1995-03-17 00:00:00-05:00,495.5199890136719,29.374181747436523,2.6951904296875,17.25,0.00022200874174815866,0.0009951108274621756,-0.002673459699291114,-0.014285714285714235,0.005263241718624227,0.015038370014991006,0.02489170086479312,0.0049210152846189785
1995-03-20 00:00:00-05:00,496.1400146484375,29.374181747436523,2.740952968597412,17.25,0.0012512626100105173,0.0,0.01697933415236208,0.0,0.004712049314416909,0.01497950966246445,0.024793524126862546,0.004476950341705765
1995-03-21 00:00:00-05:00,495.07000732421875,29.300085067749023,2.714458703994751,17.0,-0.0021566640315777708,-0.002522510425127522,-0.009666077786157246,-0.01449275362318836,0.004725462847577908,0.015179494770293005,0.024991028571693146,0.004452013870210764
1995-03-22 00:00:00-05:00,495.6700134277344,29.327869415283203,2.7337262630462646,16.625,0.001211962135938327,0.0009482684937580643,0.007098122002430429,-0.022058823529411797,0.004725170913976125,0.015173842219776407,0.02439175695668929,0.004441270285805733
1995-03-23 00:00:00-05:00,495.95001220703125,29.346385955810547,2.803575038909912,17.5,0.0005648894863754528,0.0006313633037964284,0.025550757150722525,0.05263157894736836,0.00472196432707985,0.015541400771570497,0.026011718432439667,0.004441871123377598
1995-03-24 00:00:00-05:00,500.9700012207031,29.763107299804688,2.846930742263794,17.1875,0.01012196570241497,0.014200090758079487,0.015464434784930647,-0.017857142857142905,0.005293163803314059,0.01560809047002372,0.026156696135382986,0.004699714008621035
1995-03-27 00:00:00-05:00,503.20001220703125,29.883495330810547,2.8132100105285645,17.4375,0.004451386272420033,0.004044874407540311,-0.011844591522593872,0.014545454545454639,0.00531334724928374,0.015933169618341774,0.026222709971232626,0.0047273918399353505
1995-03-28 00:00:00-05:00,503.8999938964844,29.883495330810547,2.8372957706451416,17.375,0.001391060557377699,0.0,0.00856166444255324,-0.0035842293906810374,0.005316322332148928,0.01590643023907453,0.026001107300364857,0.004722972354651444
1995-03-29 00:00:00-05:00,503.1199951171875,29.874231338500977,2.7843048572540283,17.1875,-0.001547923772067139,-0.0003100036393673955,-0.018676556014836754,-0.010791366906474864,0.005327309121083543,0.01647188279789391,0.026049933030668986,0.004755288336224947
1995-03-30 00:00:00-05:00,502.2200012207031,29.818660736083984,2.7794902324676514,17.125,-0.0017888255390738905,-0.0018601517069118945,-0.0017292017337229293,-0.0036363636363636598,0.005307707148121138,0.015927654919424484,0.026077827909206073,0.004761168761150633
1995-03-31 00:00:00-05:00,500.7099914550781,29.69828987121582,2.740952968597412,16.9375,-0.0030066699095112615,-0.004036762949668704,-0.0138648675286136,-0.010948905109489093,0.005376876459341117,0.01631915297530659,0.026166750033496264,0.004822557384439255
1995-04-03 00:00:00-04:00,501.8500061035156,29.772357940673828,2.6975982189178467,17.0625,0.0022767962850602785,0.002494017998315723,-0.015817400070804788,0.007380073800737907,0.005295959648472374,0.016593483750497382,0.026017680512149984,0.00459789055422524
1995-04-04 00:00:00-04:00,505.239990234375,29.966856002807617,2.692781686782837,17.5,0.006754974772601896,0.006532840379030791,-0.0017854890699556814,0.02564102564102555,0.005366599260697917,0.016391337278183978,0.025153463292462923,0.004702384401463274
1995-04-05 00:00:00-04:00,505.57000732421875,29.966856002807617,2.721684455871582,17.375,0.0006531887740925946,0.0,0.010733424558927451,-0.0071428571428571175,0.005260307428329208,0.015796587645859974,0.025228870327234833,0.0046620521442302405
1995-04-06 00:00:00-04:00,506.0799865722656,30.077960968017578,2.6975982189178467,17.6875,0.001008721325748807,0.0037075949909310957,-0.008849753652291792,0.017985611510791477,0.005277406620804318,0.015984761432343387,0.024984823291439473,0.0046402481044601155
1995-04-07 00:00:00-04:00,506.4200134277344,30.05018424987793,2.6831462383270264,18.4375,0.0006718836241119686,-0.0009234907302786421,-0.005357351027840518,0.042402826855123754,0.005290450193560581,0.0159688780102025,0.02583696658480158,0.004636254425407695
1995-04-10 00:00:00-04:00,507.010009765625,30.105741500854492,2.7337262630462646,18.375,0.0011650336129040983,0.0018488156516640597,0.018851013037133324,-0.003389830508474523,0.004990132572913446,0.016173570082899612,0.025746638601206705,0.004230739293271432
1995-04-11 00:00:00-04:00,505.5299987792969,30.003873825073242,2.7794902324676514,16.75,-0.0029190961870995125,-0.003383662740157334,0.016740509113882807,-0.08843537414965985,0.004906470365122733,0.016070277302170307,0.030799606468769208,0.004159396384925818
1995-04-12 00:00:00-04:00,507.1700134277344,30.105741500854492,2.760221481323242,17.25,0.0032441490166708054,0.003395150785366896,-0.0069324766532107285,0.029850746268656803,0.004701497722648272,0.016208684390345916,0.030913296462526864,0.004073563547808528
